0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,target
19.0,15.0,21.0,18.0,16.0,16.0,23.0,21.0,35.0,22.0,20.0,14.0,30.0,21.0,24.0,27.0,9.0,16.0,11.0,12.0,20.0,4.0,44.0,45.0,30.0,48.0,14.0,18.0,31.0,9.0,15.0,8.0,6.0,37.0,6.0,8.0,9.0,2.0,17.0,20.0,23.0,11.0,35.2,42.18,34.68,35.712,1.34215,0.0,0.0,0.0,0.0,1.08089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51646,1.24242,1.30044,0.0,1.40165,0.0,0.0,0.0,0.0,1.35861,1.39484,0.0,1.17957,1.18193,0.0,0
9.0,9.0,15.0,10.0,4.0,9.0,10.0,13.0,12.0,21.0,13.0,7.0,13.0,24.0,24.0,0.0,5.0,10.0,10.0,8.0,13.0,7.0,23.0,17.0,27.0,122.0,8.0,9.0,13.0,5.0,9.0,5.0,5.0,22.0,5.0,4.0,5.0,3.0,13.0,11.0,20.0,8.0,24.6,28.86,26.52,54.56,0.0,0.0,1.67866,1.34391,1.21373,1.18959,1.81806,0.0,1.49135,1.27488,0.0,0.0,0.0,0.0,0.0,0.0,1.57341,1.37836,1.23099,1.39195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69351,0.0,1.31218,0.0,1.13697,1.14534,0.0,0
11.0,12.0,17.0,23.0,18.0,22.0,13.0,7.0,31.0,21.0,18.0,7.0,37.0,23.0,45.0,22.0,7.0,16.0,7.0,7.0,20.0,7.0,29.0,28.0,55.0,137.0,13.0,19.0,20.0,19.0,13.0,7.0,6.0,60.0,4.0,5.0,8.0,4.0,22.0,18.0,28.0,10.0,22.65,58.83,38.862,74.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,18.0,27.0,21.0,10.0,18.0,22.0,43.0,41.0,13.0,26.0,29.0,23.0,53.0,24.0,20.0,32.0,17.0,14.0,10.0,20.0,8.0,35.0,41.0,54.0,64.0,11.0,17.0,18.0,9.0,16.0,7.0,9.0,42.0,6.0,5.0,10.0,4.0,22.0,19.0,23.0,11.0,38.3,47.73,20.4,50.22,0.0,0.0,0.0,0.0,0.0,0.900598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,20.0,22.0,20.0,26.0,16.0,12.0,32.0,21.0,18.0,23.0,29.0,35.0,51.0,46.0,37.0,12.0,29.0,18.0,16.0,17.0,21.0,70.0,43.0,39.0,68.0,12.0,17.0,35.0,11.0,17.0,7.0,12.0,46.0,9.0,7.0,11.0,8.0,23.0,21.0,26.0,13.0,36.5,41.07,93.84,86.18,0.0,0.0,0.0,0.0,0.0,0.978825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
13.0,19.0,20.0,16.0,14.0,13.0,16.0,7.0,21.0,25.0,17.0,7.0,34.0,34.0,32.0,20.0,38.0,90.0,10.0,6.0,13.0,5.0,16.0,41.0,53.0,0.0,7.0,11.0,18.0,1.0,17.0,9.0,5.0,46.0,7.0,6.0,9.0,2.0,15.0,16.0,23.0,12.0,32.65,53.28,59.568,24.18,0.0,0.0,0.0,1.29434,1.25914,1.12339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24888,1.27883,0.0,0
16.0,12.0,19.0,18.0,11.0,5.0,18.0,12.0,25.0,11.0,23.0,22.0,10.0,19.0,28.0,38.0,15.0,11.0,20.0,11.0,14.0,4.0,33.0,26.0,45.0,68.0,8.0,15.0,20.0,25.0,21.0,5.0,9.0,45.0,4.0,5.0,6.0,3.0,24.0,13.0,26.0,14.0,33.15,87.468,34.68,106.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.61527,0.0,0.0,0.0,0.0,0.0,1.24565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,25.0,33.0,21.0,27.0,12.0,13.0,3.0,25.0,18.0,35.0,22.0,17.0,47.0,24.0,17.0,17.0,11.0,9.0,15.0,20.0,11.0,41.0,45.0,31.0,153.0,12.0,27.0,39.0,9.0,19.0,9.0,9.0,53.0,11.0,11.0,13.0,4.0,20.0,18.0,26.0,12.0,38.5,34.41,47.94,33.108,0.0,0.0,0.0,0.0,2.58455,1.12232,0.0,0.0,0.0,0.93532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.20034,1.18125,1.34645,0.0,1.0226,0.0,1.14731,0.0,0.0,0.0,0.0,0.0,1.10086,0.0,1.97513,1.86444,0.0,0
20.0,16.0,26.0,18.0,36.0,11.0,19.0,0.0,37.0,18.0,21.0,22.0,16.0,19.0,50.0,15.0,9.0,33.0,14.0,12.0,22.0,11.0,30.0,56.0,46.0,40.0,9.0,16.0,26.0,15.0,18.0,7.0,7.0,45.0,7.0,6.0,11.0,3.0,23.0,17.0,19.0,14.0,36.5,74.37,74.868,65.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.27892,1.30376,0.0,1.31697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,14.0,23.0,18.0,18.0,21.0,11.0,14.0,23.0,20.0,15.0,7.0,16.0,18.0,21.0,31.0,2.0,33.0,7.0,4.0,13.0,10.0,18.0,15.0,33.0,132.0,4.0,10.0,9.0,13.0,17.0,6.0,5.0,43.0,6.0,5.0,7.0,3.0,15.0,13.0,21.0,10.0,31.95,36.63,14.28,73.036,0.0,0.0,0.0,1.23149,1.26849,1.20329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24245,0.0,0.0,0.0,0.0,0
15.0,14.0,26.0,18.0,12.0,10.0,12.0,22.0,7.0,10.0,24.0,14.0,26.0,47.0,66.0,28.0,19.0,35.0,27.0,8.0,14.0,14.0,47.0,69.0,47.0,113.0,16.0,21.0,22.0,17.0,15.0,7.0,7.0,51.0,6.0,3.0,8.0,3.0,20.0,17.0,24.0,12.0,33.45,49.95,31.62,95.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,15.0,16.0,18.0,19.0,13.0,15.0,20.0,19.0,23.0,28.0,27.0,18.0,62.0,31.0,18.0,20.0,42.0,21.0,9.0,11.0,11.0,52.0,50.0,37.0,20.0,11.0,18.0,26.0,15.0,18.0,9.0,7.0,37.0,5.0,5.0,9.0,4.0,19.0,23.0,21.0,10.0,28.5,25.308,26.52,39.06,0.0,0.0,0.0,1.19098,0.0,1.05271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6479,1.70039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,20.0,21.0,14.0,25.0,37.0,15.0,19.0,24.0,36.0,23.0,14.0,39.0,37.0,43.0,10.0,19.0,26.0,11.0,29.0,31.0,14.0,23.0,45.0,47.0,24.0,14.0,17.0,34.0,19.0,22.0,7.0,7.0,40.0,10.0,13.0,16.0,4.0,24.0,21.0,22.0,12.0,34.1,86.802,71.604,76.26,0.0,0.0,2.06639,1.63764,0.0,1.93269,0.0,2.15758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41498,1.53479,0.0,1.29288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.47727,1.64257,1.2364,0
20.0,18.0,28.0,15.0,17.0,9.0,17.0,9.0,26.0,11.0,15.0,7.0,13.0,44.0,40.0,0.0,13.0,15.0,18.0,7.0,14.0,7.0,44.0,43.0,61.0,109.0,10.0,14.0,22.0,9.0,17.0,12.0,6.0,32.0,6.0,7.0,14.0,5.0,19.0,21.0,21.0,7.0,29.95,54.39,36.72,135.16,0.0,0.0,0.0,1.24015,1.23446,1.14045,0.0,0.0,0.0,0.0,0.0,1.39498,0.0,0.0,0.0,0.0,0.0,0.0,1.27514,1.30672,0.0,0.0,0.0,1.50718,0.0,0.0,0.0,0.0,0.0,1.26292,0.0,1.2777,1.17188,0.0,0
12.0,15.0,12.0,9.0,21.0,7.0,16.0,7.0,15.0,15.0,21.0,7.0,12.0,32.0,24.0,12.0,26.0,36.0,26.0,14.0,20.0,10.0,49.0,21.0,24.0,20.0,9.0,14.0,15.0,15.0,15.0,7.0,6.0,31.0,5.0,10.0,11.0,3.0,18.0,15.0,23.0,11.0,20.8,72.15,52.02,35.34,0.0,0.0,0.0,0.0,1.13273,1.06319,0.0,0.0,0.0,0.0,0.0,1.21801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
15.0,16.0,31.0,15.0,8.0,18.0,23.0,14.0,23.0,29.0,26.0,58.0,27.0,24.0,20.0,19.0,6.0,46.0,20.0,47.0,68.0,7.0,41.0,102.0,138.0,121.0,16.0,33.0,72.0,11.0,19.0,8.0,6.0,30.0,8.0,10.0,16.0,4.0,26.0,18.0,25.0,11.0,43.7,42.846,32.64,257.858,0.0,0.0,1.72057,2.10805,3.07539,2.8478,0.0,3.14049,1.60297,1.71182,1.28238,1.49134,1.47834,1.56335,1.40245,0.0,0.0,1.34401,1.35963,1.52932,2.3835,1.27664,1.22134,1.50677,0.0,0.0,0.0,1.92411,1.42058,1.86607,3.37874,1.82166,1.69396,1.24679,0
9.0,10.0,16.0,13.0,10.0,12.0,15.0,18.0,19.0,20.0,21.0,7.0,16.0,19.0,26.0,24.0,15.0,11.0,9.0,1.0,19.0,4.0,56.0,37.0,34.0,20.0,14.0,27.0,15.0,11.0,20.0,7.0,10.0,43.0,8.0,6.0,11.0,2.0,18.0,13.0,22.0,11.0,24.45,40.959,54.06,109.12,0.0,0.0,0.0,1.28964,1.28915,1.5239,0.0,0.0,0.0,1.36163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38049,1.26736,1.27451,1.18705,0.0,0.0,0.0,0.0,0.0,0.0,1.70901,0.0,1.1784,2.12351,1.50169,1.43221,0.0,0
12.0,16.0,20.0,21.0,31.0,21.0,23.0,25.0,18.0,27.0,31.0,36.0,30.0,50.0,49.0,33.0,34.0,134.0,14.0,14.0,46.0,10.0,28.0,39.0,94.0,56.0,13.0,23.0,65.0,19.0,17.0,9.0,10.0,51.0,9.0,14.0,32.0,4.0,24.0,19.0,30.0,12.0,26.85,58.83,82.62,39.06,0.0,0.0,0.0,1.19353,1.6125,1.28875,0.0,0.0,0.0,1.27309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.33917,0.0,1.25728,0.0,1.08081,0.0,0.0,0.0,0.0,0.0,0.0,1.33971,1.34822,0.0,1.18341,1.14933,1.30694,0
12.0,21.0,19.0,16.0,25.0,25.0,27.0,12.0,41.0,21.0,21.0,7.0,37.0,66.0,210.0,18.0,27.0,26.0,9.0,31.0,34.0,12.0,63.0,71.0,45.0,16.0,12.0,25.0,58.0,23.0,14.0,9.0,12.0,44.0,9.0,14.0,17.0,3.0,19.0,22.0,20.0,8.0,39.35,96.903,105.06,41.54,0.0,0.0,1.80697,1.63483,0.910186,1.23949,0.0,0.0,0.0,1.35998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36877,0.0,1.1867,1.00817,1.01159,0.0,0.0,0.0,0.0,0.0,0.0,1.15839,2.0815,1.03655,1.00275,1.21091,0
17.0,14.0,22.0,22.0,18.0,16.0,9.0,10.0,18.0,10.0,30.0,22.0,11.0,63.0,52.0,36.0,8.0,12.0,12.0,14.0,11.0,4.0,33.0,53.0,42.0,125.0,6.0,18.0,32.0,5.0,19.0,8.0,7.0,47.0,10.0,10.0,17.0,3.0,15.0,21.0,21.0,11.0,26.1,51.06,73.44,117.18,0.0,0.0,0.0,1.34876,0.0,1.46847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.41473,1.44842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44647,1.25528,0.0,0
12.0,12.0,19.0,11.0,9.0,11.0,10.0,0.0,14.0,5.0,11.0,14.0,12.0,17.0,29.0,0.0,0.0,29.0,11.0,3.0,14.0,4.0,2.0,19.0,24.0,32.0,5.0,9.0,18.0,7.0,13.0,7.0,9.0,31.0,7.0,6.0,10.0,2.0,19.0,12.0,22.0,9.0,20.1,21.09,39.78,14.88,0.0,0.0,0.0,1.34274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15599,0.0,0.0,0.0,1.18856,0.0,0.0,0.0,0.0,0.0,1.21863,0.0,1.14259,1.14096,0.0,0
16.0,19.0,26.0,15.0,20.0,9.0,14.0,4.0,30.0,17.0,34.0,7.0,43.0,24.0,44.0,20.0,28.0,37.0,14.0,20.0,19.0,10.0,56.0,24.0,40.0,12.0,18.0,21.0,51.0,17.0,24.0,7.0,9.0,58.0,12.0,10.0,17.0,4.0,17.0,16.0,27.0,8.0,29.4,63.048,59.16,75.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.81633,1.61234,1.56193,0.0,0.0,0.0,0.0,1.32993,0.0,0.0,0.0,1.4013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17501,1.10022,0.0,0
15.0,14.0,21.0,17.0,21.0,13.0,18.0,16.0,9.0,21.0,18.0,7.0,20.0,20.0,37.0,33.0,15.0,54.0,19.0,8.0,12.0,17.0,23.0,24.0,63.0,52.0,19.0,31.0,24.0,17.0,17.0,10.0,11.0,47.0,11.0,8.0,13.0,5.0,19.0,16.0,25.0,13.0,27.3,46.62,63.24,26.66,0.0,0.0,0.0,1.26198,0.0,1.06077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31405,1.25878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.13474,1.14122,0.0,0
13.0,14.0,18.0,19.0,12.0,6.0,13.0,0.0,12.0,13.0,18.0,24.0,12.0,43.0,52.0,38.0,27.0,33.0,19.0,23.0,18.0,14.0,33.0,41.0,61.0,28.0,9.0,17.0,17.0,21.0,12.0,7.0,4.0,45.0,4.0,3.0,8.0,2.0,21.0,21.0,21.0,11.0,30.1,39.96,59.16,31.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.17166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
27.0,27.0,29.0,15.0,18.0,13.0,20.0,12.0,44.0,21.0,26.0,36.0,31.0,26.0,43.0,15.0,22.0,14.0,15.0,12.0,25.0,7.0,80.0,63.0,88.0,12.0,10.0,27.0,34.0,21.0,18.0,11.0,11.0,47.0,7.0,12.0,14.0,3.0,17.0,19.0,25.0,9.0,36.35,45.066,53.04,78.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
18.0,15.0,19.0,15.0,14.0,5.0,15.0,13.0,21.0,13.0,11.0,29.0,11.0,22.0,22.0,49.0,38.0,53.0,12.0,12.0,7.0,24.0,44.0,17.0,49.0,129.0,12.0,20.0,25.0,5.0,14.0,6.0,7.0,42.0,5.0,5.0,7.0,4.0,13.0,18.0,26.0,12.0,27.0,22.2,52.02,44.578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.36968,0.0,1.30318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15022,0.0,0
11.0,8.0,13.0,14.0,35.0,13.0,14.0,22.0,31.0,27.0,26.0,44.0,12.0,65.0,66.0,20.0,32.0,13.0,20.0,23.0,24.0,15.0,18.0,30.0,63.0,44.0,10.0,19.0,26.0,9.0,20.0,7.0,7.0,45.0,7.0,7.0,7.0,6.0,22.0,19.0,20.0,11.0,21.9,75.48,17.34,74.276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
14.0,27.0,27.0,19.0,14.0,12.0,26.0,22.0,24.0,26.0,23.0,36.0,58.0,17.0,42.0,4.0,45.0,32.0,20.0,14.0,13.0,21.0,82.0,45.0,21.0,84.0,14.0,19.0,24.0,21.0,22.0,12.0,9.0,66.0,11.0,10.0,15.0,5.0,26.0,19.0,24.0,11.0,37.0,36.63,57.12,104.16,0.0,1.38424,0.0,0.0,1.22235,1.47458,0.0,0.0,0.0,0.0,1.23958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.44543,0.0,0.0,0.0,1.37268,0.0,0.0,0.0,0.0,0.0,1.2173,0.0,0.974072,0.983986,1.29991,0
10.0,10.0,12.0,13.0,32.0,16.0,16.0,12.0,16.0,15.0,27.0,7.0,18.0,28.0,21.0,10.0,14.0,52.0,21.0,10.0,16.0,10.0,47.0,21.0,119.0,117.0,13.0,19.0,25.0,17.0,13.0,7.0,8.0,52.0,7.0,9.0,14.0,5.0,16.0,16.0,19.0,9.0,23.5,92.574,45.9,38.068,0.0,0.0,1.75578,1.88579,2.57847,1.24818,0.0,2.31574,0.0,0.0,0.0,0.0,1.50805,0.0,0.0,0.0,0.0,1.38244,1.3742,0.0,1.85249,1.83115,2.08183,2.24028,1.57714,0.0,0.0,0.0,1.34589,1.36799,0.0,1.81837,1.70296,0.0,0
15.0,22.0,26.0,15.0,11.0,4.0,13.0,23.0,25.0,11.0,20.0,7.0,29.0,53.0,45.0,29.0,7.0,35.0,13.0,15.0,17.0,12.0,59.0,46.0,31.0,97.0,12.0,16.0,20.0,31.0,15.0,5.0,5.0,42.0,4.0,5.0,5.0,3.0,29.0,20.0,21.0,10.0,30.4,67.932,63.24,76.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29284,0.0,0.0,0.0,0.0,0.0,1.26824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10.0,9.0,22.0,11.0,15.0,23.0,18.0,17.0,15.0,8.0,11.0,22.0,41.0,22.0,47.0,31.0,16.0,21.0,6.0,4.0,14.0,5.0,33.0,34.0,39.0,8.0,13.0,19.0,22.0,7.0,15.0,9.0,5.0,50.0,4.0,6.0,10.0,3.0,16.0,17.0,22.0,12.0,18.85,39.072,44.88,38.316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46693,0.0,0.0,0.0,0.0,0.0,1.33082,0.0,1.29531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12837,0.0,0
16.0,16.0,23.0,14.0,11.0,10.0,10.0,26.0,23.0,5.0,17.0,14.0,10.0,21.0,48.0,42.0,11.0,48.0,13.0,11.0,13.0,8.0,56.0,32.0,42.0,125.0,12.0,10.0,20.0,21.0,12.0,4.0,7.0,40.0,4.0,4.0,4.0,5.0,24.0,15.0,26.0,14.0,34.9,18.87,38.76,51.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2449,0.0,0.0,0.0,0.0,0.0,1.26774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
17.0,19.0,23.0,20.0,14.0,10.0,19.0,38.0,30.0,21.0,11.0,44.0,51.0,24.0,26.0,67.0,15.0,20.0,15.0,11.0,20.0,8.0,23.0,61.0,50.0,56.0,8.0,23.0,45.0,11.0,15.0,10.0,5.0,48.0,8.0,10.0,9.0,4.0,29.0,17.0,24.0,11.0,41.95,55.5,86.7,40.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22109,0.0,0.0,0.0,0.0,0
9.0,15.0,10.0,10.0,15.0,21.0,14.0,5.0,8.0,24.0,40.0,7.0,8.0,20.0,15.0,46.0,72.0,232.0,10.0,37.0,44.0,8.0,37.0,6.0,31.0,48.0,8.0,20.0,24.0,19.0,11.0,11.0,6.0,31.0,9.0,10.0,9.0,4.0,14.0,24.0,15.0,10.0,14.95,114.108,59.772,54.56,0.0,0.0,1.56019,1.33025,1.30731,1.42899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2517,1.22751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57973,0.0,0.0,0.0,1.16791,1.25779,1.18938,0
14.0,18.0,21.0,21.0,17.0,14.0,19.0,9.0,32.0,21.0,38.0,14.0,53.0,51.0,25.0,16.0,32.0,29.0,13.0,25.0,23.0,17.0,70.0,42.0,42.0,36.0,9.0,24.0,27.0,25.0,22.0,10.0,6.0,51.0,10.0,10.0,14.0,3.0,19.0,22.0,23.0,13.0,30.8,49.95,57.018,171.74,0.0,0.0,1.93216,1.41687,1.28973,1.66148,0.0,1.90314,0.0,0.0,1.33815,1.47956,0.0,0.0,0.0,0.0,0.0,0.0,1.29631,0.0,1.23501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.933546,1.30634,0
17.0,14.0,15.0,13.0,24.0,14.0,19.0,20.0,17.0,11.0,15.0,44.0,18.0,23.0,63.0,8.0,27.0,37.0,19.0,10.0,21.0,20.0,52.0,48.0,46.0,72.0,15.0,15.0,28.0,13.0,16.0,5.0,5.0,45.0,8.0,8.0,11.0,4.0,17.0,19.0,23.0,12.0,35.25,69.375,137.496,66.34,0.0,0.0,0.0,1.29364,1.23369,1.68739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29649,0.0,1.30858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03613,1.0056,1.17556,0
21.0,29.0,32.0,20.0,19.0,16.0,26.0,17.0,28.0,32.0,26.0,22.0,34.0,28.0,38.0,33.0,29.0,28.0,29.0,10.0,27.0,11.0,70.0,52.0,42.0,64.0,11.0,31.0,41.0,33.0,25.0,14.0,13.0,44.0,9.0,14.0,23.0,8.0,24.0,25.0,28.0,13.0,29.6,72.372,66.3,96.72,0.0,0.0,0.0,0.0,1.91665,1.07975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0583,0.0,0.0,1.54012,0
11.0,14.0,17.0,11.0,14.0,18.0,11.0,17.0,9.0,15.0,16.0,14.0,25.0,26.0,128.0,18.0,6.0,12.0,19.0,12.0,22.0,10.0,21.0,19.0,27.0,32.0,8.0,22.0,46.0,15.0,14.0,5.0,6.0,31.0,7.0,6.0,11.0,3.0,17.0,24.0,21.0,12.0,21.95,26.64,67.83,66.34,0.0,0.0,1.65082,3.10751,1.4501,6.77917,1.70754,0.0,1.90425,2.32337,1.34864,0.0,2.74506,2.65945,2.68813,0.0,0.0,1.46866,1.27587,1.36689,2.90653,1.73562,2.12326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5123,1.54838,1.46538,0
17.0,20.0,26.0,23.0,17.0,13.0,28.0,7.0,18.0,24.0,16.0,31.0,35.0,23.0,45.0,37.0,13.0,34.0,15.0,15.0,18.0,20.0,89.0,34.0,24.0,121.0,12.0,15.0,30.0,7.0,21.0,12.0,8.0,43.0,5.0,10.0,12.0,3.0,24.0,21.0,24.0,11.0,30.5,33.3,81.6,75.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31172,0.0,0.0,0.0,1.40462,0.0,0.0,0.0,0.0,1.34531,1.29425,0.0,0.0,1.11375,0.0,0
11.0,27.0,22.0,17.0,12.0,8.0,19.0,13.0,20.0,11.0,20.0,14.0,32.0,62.0,65.0,34.0,23.0,31.0,20.0,21.0,19.0,14.0,59.0,58.0,62.0,36.0,9.0,17.0,25.0,9.0,15.0,10.0,9.0,45.0,4.0,12.0,18.0,3.0,26.0,20.0,26.0,14.0,28.55,48.84,53.04,64.48,0.0,0.0,0.0,1.28778,1.29756,1.08468,1.56837,0.0,0.0,1.31826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.35602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26733,0.0,1.15792,1.15267,0.0,0
13.0,16.0,16.0,19.0,23.0,22.0,18.0,2.0,24.0,30.0,23.0,7.0,0.0,28.0,58.0,40.0,4.0,20.0,11.0,21.0,19.0,5.0,30.0,29.0,61.0,56.0,7.0,14.0,27.0,9.0,15.0,8.0,7.0,37.0,9.0,10.0,12.0,3.0,20.0,19.0,23.0,8.0,26.75,45.51,36.72,34.1,0.0,0.0,0.0,1.38128,1.68852,1.22534,0.0,0.0,1.49831,1.4349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51753,1.5378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.42328,1.26991,0.0,1.32833,1.48744,0.0,0
12.0,23.0,14.0,13.0,11.0,28.0,11.0,17.0,37.0,27.0,25.0,7.0,32.0,28.0,25.0,23.0,69.0,189.0,12.0,19.0,24.0,12.0,40.0,37.0,14.0,32.0,11.0,24.0,17.0,11.0,26.0,11.0,6.0,38.0,7.0,10.0,9.0,4.0,23.0,21.0,17.0,10.0,21.55,47.73,47.94,95.976,0.0,0.0,0.0,1.30575,0.0,1.10451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32121,0.0,1.31144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
